manual_rating,domain,visit_count,sample_url,sample_title
Mostly Distracted,timesofindia.indiatimes.com,56,https://timesofindia.indiatimes.com/sports/cricket/asia-cup/india-vs-afghanistan-asia-cup-2022-live-score-updates-sep-8/liveblog/94075064.cms,"India vs Afghanistan, Asia Cup 2022 Super 4 Highlights: Virat Kohli, Bhuvneshwar Kumar shine as India thrash Afghanistan by 101 runs - The Times of India : Coming back after a big injury and surgery, I have realised playing the last few games is not as easy as you think. I was eager to come and play but obviously finding the same touch or same rhythm wasn't coming easily as I thought it would. It is a learning experience for me as a player, happy I could spend some time in the middle and I started feeling good. In this format when you hit the first six off the middle gives you the confidence, I think the Hong Kong game I got a free-hit and though I didn't time it as well I could, I still hit the ball out of the ground and it felt good. Coming into the Pakistan game I felt a little better and getting a few shots away gave me the confidence, I am slowly getting into rhythm. The result has been disappointing. Ideally we would have wanted to play the final and challenge ourselves. We came into this tournament wanting to play the final and winning the big tournament but it didn't go our way, we take the positives. We have been challenged and it is time to sit back and reflect."
Neutrel,mynetplus.netplus.co.in:9091,54,http://mynetplus.netplus.co.in:9091/index.html,
Always Distracted,sportskeeda.com,50,https://www.sportskeeda.com/cricket/virat-kohli-centuries,"Virat Kohli Centuries | List of Virat Kohli's ODI & Test Centuries, Records & Stats - Sportskeeda"
Mostly Intentional,meet.google.com,45,https://meet.google.com/,Google Meet
Always Intentional,glitch.com,45,https://glitch.com/~synopsis-generator,Synopsis Generator
Always Distracted,figma.com,43,https://www.figma.com/,Figma: the collaborative interface design tool.
Mostly Distracted,icc-cricket.com,42,https://www.icc-cricket.com/news/2790414,Star opener returns as West Indies announce T20 World Cup squad
Mostly Distracted,livemint.com,39,https://www.livemint.com/news/india/how-sourav-ganguly-reacted-to-the-appointment-of-roger-binny-as-bcci-president-11666084960978.html,How Sourav Ganguly reacted to the appointment of Roger Binny as BCCI President? | Mint
Always Distracted,voot.com,36,https://www.voot.com/,"VOOT - Watch Free Online TV Shows, Movies, Kids Shows HD Quality on VOOT. Keep Vooting."
Always Distracted,dramacool.sr,35,https://dramacool.sr/video-watch/full-my-girlfriend-is-an-alien-2-2022-episode-7,My Girlfriend Is an Alien 2 (2022) Episode 7 English sub at Dramacool
Always Distracted,111.90.159.132,34,https://111.90.159.132/bollywood-movies/latest-movies/,Movie Collections For Latest Movies on November 2022
Mostly Distracted,amazon.in,33,https://www.amazon.in/s/?ie=UTF8&keywords=yonex+duora&index=aps&ext_vrnc=hi&tag=googinhydr1-21&ref=pd_sl_47eli2xtha_b&adgrpid=59648440755&hvpone=&hvptwo=&hvadid=294131598682&hvpos=&hvnetw=g&hvrand=571595485749545713&hvqmt=b&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9299265&hvtargid=kwd-295190626742&hydadcr=22736_1806015&gclid=CjwKCAjwvsqZBhAlEiwAqAHElfwWwsPFo_3sbh25E4jszUtynVYI-TRjpDxs1nav1YVeYMccp8mE5BoC00oQAvD_BwE,Amazon.in : yonex duora
Always Intentional,scholarships.gov.in,33,https://scholarships.gov.in/,Home - National Scholarship Portal
Always Intentional,coupons.oneindia.com,33,https://coupons.oneindia.com/hotstar-coupon,60% OFF - Hotstar Coupon Codes & Offers | Nov 2022
Always Intentional,chrome.google.com,30,https://chrome.google.com/webstore?hl=en&category=theme,Chrome Web Store - morpheon dark
Mostly Distracted,icccricketschedule.com,28,https://www.icccricketschedule.com/icc-t20-world-cup-2022-indian-team-best-swot-analysis-squad-predictions-schedule-all-you-need-to-know/,"ICC T20 World Cup 2022: Indian Team Best SWOT Analysis, Squad, Predictions, Schedule. All You Need To Know."
